Points in r1,Points in r2,Points in r3,Points in r4,Points in r5,Points in r6,Points in r7,Distance from closest point,Population ,Average Age,Average Household Income ,Activity
0,0,0,1,1,1,12,3.9623226,12360,42,95556,0
0,0,0,0,0,5,9,7.6482359,18295,36,108496.35,0
0,0,0,0,1,1,15,6.0529651,17516,34,126162.82,0
3,4,12,15,22,57,141,0.0441475,6232,39,128184,1
1,1,1,1,1,2,3,0.3605551,3673,41,125552,0
0,0,0,0,0,0,1,16.2889533,6513,35,102979.26,0
0,0,0,0,0,0,2,11.7885538,16871,35,144796,0
0,0,1,1,2,6,12,1.4737452,27534,32,132468,0
0,0,0,0,1,2,9,6.8622154,8924,42,125739.63,0
0,0,0,4,5,6,10,3.8145327,16734,38,150821.66,0
0,0,1,1,1,2,8,1.5231546,11311,34,124159,0
0,0,8,46,65,114,237,1.1007177,36981,31,164856,1
0,0,0,1,2,3,12,3.9849718,11311,34,124159,0
0,0,0,0,1,2,4,5.4230987,9450,38,96353.24,0
0,0,0,0,1,2,9,6.0216277,16871,35,144796,0
1,1,1,2,3,7,20,0.0949368,26977,23,148577.18,1
0,0,0,0,0,1,11,8.0622577,11345,31,130480.48,0
0,0,0,1,2,2,4,4.4654227,18295,36,108496.35,0
0,0,0,0,0,2,6,8.1908486,7394,38,87500,0
9,9,26,73,105,148,236,0.0453542,34221,28,182927.31,1
0,0,0,2,3,29,177,4.0549358,6232,39,128184,0
0,0,0,0,0,2,5,8.9958685,6232,39,128184,0
1,1,1,1,1,2,7,0.0842057,11258,38,116987,1
0,0,0,1,2,6,12,2.4228434,27534,32,132468,0
0,0,0,0,0,1,5,7.18401,17870,41,143598.91,0
0,0,0,1,1,2,26,4.9082162,26977,23,148577.18,0
0,0,0,0,0,0,2,16.9329972,39305,37,138248,0
0,0,0,1,1,1,13,2.6248809,16734,38,150821.66,0
0,0,3,16,20,26,202,1.3857886,32144,30,169577.18,0
0,0,0,0,2,3,36,6.4531785,18295,36,108496.35,0
0,0,0,0,1,1,5,5.0566788,6232,39,128184,0
0,0,0,4,4,11,100,2.4521444,32393,30,142538.14,0
0,0,0,0,0,1,11,9.4320616,11311,34,124159,1
0,0,1,1,1,1,4,1.8973666,3549,42,90300,0
2,2,5,54,65,113,240,0.0170294,36981,31,164856,1
0,0,0,1,1,1,6,3.2249031,11258,38,116987,0
0,0,0,4,6,6,10,4.7474899,16734,38,150821.66,0
0,0,0,0,1,1,4,5.7297813,29708,32,152263,0
0,0,0,1,1,1,3,2.314619,20434,39,126866,0
0,0,0,0,0,3,36,8.4135066,6232,39,128184,0
10,10,21,62,92,136,223,0.0181108,34221,28,182927.31,1
0,0,0,0,0,1,9,8.2204862,8748,32,158305,0
0,0,0,0,0,0,5,11.7545736,16871,35,144796,0
0,0,0,0,1,1,5,6.670832,7820,32,103761.97,0
0,0,0,0,1,1,7,5.2153619,12346,41,117432,0
0,0,0,0,0,0,2,10.1867561,16871,35,144796,0
0,1,1,8,11,21,132,0.8123733,32144,30,169577.18,1
0,0,0,0,0,1,4,7.9056942,7820,32,103761.97,0
0,0,0,0,0,3,5,8.6682656,23639,42,90300,0
0,0,0,0,0,0,10,12.6657017,17516,34,126162.82,0
1,1,13,39,86,128,234,0.1219561,34221,28,182927.31,1
0,0,0,0,1,16,120,6.0412456,32393,30,142538.14,0
0,0,0,0,1,1,2,5.1546096,27338,33,137513.32,0
0,0,0,0,1,2,4,5.9682493,15069,44,100927.19,0
0,0,0,0,1,1,5,5.0931326,18295,36,108496.35,0
0,0,0,1,2,2,7,3.7589892,3673,41,125552,0
0,0,0,1,2,4,15,4.0757013,6191,37,123540,0
0,0,0,1,1,1,5,4.9244289,8779,39,102729.61,0
0,0,0,1,1,1,6,5,17870,41,143598.91,0
4,4,4,6,6,8,27,0.035805,11311,34,124159,1
0,0,0,0,6,7,61,5.2250162,34221,28,182927.31,0
0,0,0,2,5,6,15,3.939451,27534,32,132468,0
0,1,1,3,5,9,13,0.7972133,8283,36,117590.58,0
3,3,3,4,4,24,77,0.119365,6232,39,128184,1
0,0,0,1,1,2,6,2.8178006,18295,36,108496.35,0
0,0,0,0,0,2,6,7.9075913,39305,37,138248,0
0,0,0,1,3,3,12,4.0064744,9005,31,105797,0
0,0,1,5,8,12,27,1.8008093,26977,23,148577.18,1
0,0,0,0,0,2,9,8.5,11258,38,116987,0
0,0,0,0,2,4,7,5.3310412,20434,39,126866,1
0,0,0,3,4,7,23,3.3942658,26977,23,148577.18,1
0,0,0,0,0,0,4,11.1646764,27338,33,137513.32,0
0,0,1,2,3,5,13,1.8211779,27534,32,132468,0
0,0,0,0,0,1,3,7.5153177,6513,35,102979.26,0
0,0,0,1,1,1,1,2.7294688,27338,33,137513.32,0
0,0,0,0,1,1,4,6.5170277,23639,42,90300,0
0,0,0,1,2,3,14,4.9979996,11311,34,124159,0
0,0,0,0,0,0,3,14.5560984,11251,41,106476,0
0,0,5,28,51,95,230,1.1092323,34221,28,182927.31,1
0,0,1,1,2,5,10,1.9697716,32393,30,142538.14,0
0,0,0,0,1,1,8,5.6366133,18295,36,108496.35,1
7,10,31,61,86,136,223,0.0332415,34221,28,182927.31,1
0,0,1,1,1,1,6,1.8266352,17870,41,143598.91,0
0,0,0,0,1,6,20,5.5542776,11311,34,124159,0
0,0,0,0,0,0,3,13.0899858,7820,32,103761.97,1
0,0,0,0,1,2,7,6.8308125,9546,34,147858.21,0
0,0,1,1,1,2,5,1.6184749,20434,39,126866,0
0,0,0,0,0,0,15,11.2874195,9809,40,146348,0
0,0,1,5,9,14,28,1.9009537,12210,31,131646.75,0
0,0,0,0,0,1,2,9.8979796,20434,39,126866,0
0,0,0,0,1,2,46,6.8622154,11345,31,130480.48,0
0,0,0,1,1,3,12,4.6394381,12210,31,131646.75,0
6,7,9,47,77,156,245,0.0349285,18614,30,169443.96,1
0,0,0,1,1,2,3,2.5238859,27338,33,137513.32,0
0,0,0,0,1,3,9,5.7567352,18295,36,108496.35,0
0,0,0,0,2,3,4,5.9331193,6232,39,128184,0
15,15,25,59,74,130,215,0.05728,34221,28,182927.31,1
0,0,0,1,2,2,15,4.3386584,11345,31,130480.48,0
0,0,0,0,2,3,9,5.4210251,18295,36,108496.35,0
0,0,0,0,0,1,3,9.047099,3673,41,125552,1
0,0,0,0,0,0,5,13.4111894,16871,35,144796,0
0,0,0,0,1,1,11,5.3150729,12360,42,95556,0
0,0,0,0,0,1,8,9.6847227,5023,39,111509.65,0
0,0,0,2,2,3,6,2.4386416,12356,37,101759,0
0,0,0,1,1,3,15,4.1795198,11345,31,130480.48,0
0,0,0,0,0,0,3,10.2528045,15069,44,100927.19,0
0,0,0,0,1,2,8,5.6634,11258,38,116987,0
0,0,0,1,2,3,6,4.1400483,18295,36,108496.35,0
0,0,0,4,5,24,106,2.1997939,4149,34,115810.76,0
0,0,0,1,1,2,9,4.7,8924,42,125739.63,0
0,0,0,1,2,2,3,2.8330805,23639,42,90300,0
0,0,0,1,2,3,4,3.9495535,12356,37,101759,0
0,0,0,0,0,3,8,7.6529108,11258,38,116987,1
0,0,0,1,2,4,8,3.5468296,12346,41,117432,0
0,0,0,0,0,1,2,9.3536089,5023,39,111509.65,0
0,0,0,2,2,5,8,2.8635642,20434,39,126866,0
0,0,0,2,2,2,5,2.2671568,8924,42,125739.63,0
0,0,1,1,1,2,11,1.029563,9546,34,147858.21,0
0,0,0,0,1,1,3,6.5893445,20434,39,126866,0
7,10,29,61,87,136,223,0.029,34221,28,182927.31,1
0,0,0,1,3,13,153,4.8123347,32144,31,167577.18,0
0,0,0,0,1,1,10,6.7546369,15069,44,100927.19,0
0,0,0,0,0,0,2,12.6921235,5023,39,111509.65,0
0,0,0,0,1,1,25,5.8309519,32393,30,142538.14,0
0,0,0,0,0,0,0,23.7303603,7539,45,157492,0
0,0,0,0,0,0,3,11.8804186,35035,40,108496.35,0
0,0,0,1,1,1,3,4.6341912,7394,38,87500,0
0,0,0,0,0,0,10,10.546624,9809,40,146348,0
0,1,1,2,5,6,10,0.8485281,20434,39,126866,0
0,0,2,6,19,59,165,1.8350025,32393,30,142538.14,0
0,0,0,0,0,1,9,9.592398,11258,38,116987,0
0,0,0,0,0,1,3,9.9764723,29708,32,152263,0
0,0,0,1,1,1,5,3.6400549,8779,39,102729.61,0
0,0,2,3,3,3,10,1.477195,16734,38,150821.66,0
0,0,0,1,1,2,7,3.2984845,5023,39,111509.65,0
0,0,0,1,1,1,15,2.6870058,17516,34,126162.82,0
0,0,0,0,1,3,10,6.7067131,11345,31,130480.48,0
0,0,0,0,0,1,8,7.0349129,16734,38,150821.66,0
0,0,0,1,1,1,14,2.3706539,17516,34,126162.82,0
17,18,22,42,57,94,231,0.0264764,36981,31,164856,1
0,0,0,1,1,1,2,4.6615448,39305,37,138248,0
0,0,0,0,0,0,3,13.4617978,35035,40,108496.35,0
3,10,17,34,62,126,226,0.009,34221,28,182927.31,1
0,1,1,1,1,2,7,0.7615773,7820,32,103761.97,0
0,0,0,0,0,0,5,10.1278993,35035,40,108496.35,0
0,0,0,6,9,18,186,2.2917681,32144,30,169577.18,0
0,0,0,1,1,3,9,4.7265209,16734,38,150821.66,0
7,7,15,32,57,126,226,0.1117587,34221,28,182927.31,1
0,5,6,7,7,10,26,0.8032615,11311,34,124159,0
0,0,0,1,1,1,13,4.7872335,8283,36,117590.58,0
0,0,1,1,4,5,11,1.1111313,27534,32,132468,1
0,0,0,0,0,2,9,7.7491935,12346,41,117432,0
0,0,0,0,0,1,10,7.9924965,32393,30,142538.14,0
0,0,0,0,0,1,2,9.8249682,8779,39,102729.61,0
0,0,1,1,1,1,4,1.7888544,3549,42,90300,0
0,0,0,1,1,6,28,4.5331946,6232,39,128184,0
0,0,0,0,6,8,26,6.4571518,11311,34,124159,0
0,0,0,2,4,12,30,4.3293908,26977,23,148577.18,0
0,0,0,0,0,2,3,9.5880134,6513,35,102979.26,0
0,0,0,0,0,1,8,7.6026311,12346,41,117432,0
0,0,0,1,1,1,5,4.3945886,23639,42,90300,0
0,0,0,0,1,2,4,6.844706,13117,41,90426.02,0
0,0,0,2,2,2,4,3.4580013,12356,37,101759,1
0,0,1,3,4,14,27,1.1863882,26977,23,148577.18,0
0,0,0,1,2,11,29,4.7903567,26977,23,148577.18,0
0,0,0,0,0,1,4,8.2637764,27338,37,136748,0
0,0,0,0,1,1,6,6.68431,5023,39,111509.65,0
0,0,1,2,2,3,8,1.3494273,12346,41,117432,0
2,5,23,74,100,150,240,0.0516236,34221,28,182927.31,1
0,0,0,2,2,3,3,3.0955854,17870,41,143598.91,0
0,0,0,0,1,1,3,5.2153619,11914,38,107411.92,0
0,0,0,0,0,1,7,7.8418174,6191,37,123540,0
0,0,0,0,0,2,4,8.271073,17870,41,143598.91,0
0,0,3,18,69,136,242,1.1390119,36981,31,164856,0
0,0,0,0,0,2,11,8.8659294,8283,36,117590.58,1
0,0,1,51,103,152,245,1.2638532,36981,31,164856,0
0,0,0,0,0,1,7,7.9120162,16871,35,144796,0
0,0,0,0,0,1,6,8.4011904,7820,32,103761.97,0
0,0,0,0,1,2,3,6.4333824,23639,42,90300,0
0,0,0,1,3,3,9,3.3941125,12346,41,117432,0
0,0,0,0,0,0,3,12.1771806,7492,41,87300,0
15,15,25,59,74,129,215,0.0278029,34221,28,182927.31,1
0,0,0,0,0,1,9,7.8077703,9809,40,146348,0
0,0,0,0,0,1,6,7.9160357,27338,37,136748,0
0,0,0,0,1,1,10,6.6483081,12346,41,117432,0
0,0,0,4,5,9,19,4.3011626,12210,31,131646.75,0
0,0,0,1,3,6,14,4.7434165,8283,36,117590.58,0
0,0,1,1,3,3,15,1.8788294,20434,39,126866,0
0,0,0,0,1,2,16,5.7428216,32393,30,142538.14,0
0,0,0,2,2,2,5,2.8642055,8779,39,102729.61,0
0,1,2,11,18,28,139,0.5102166,18614,30,169443.96,0
0,0,0,0,1,3,4,6.1611687,9546,34,147858.21,0
0,0,0,0,1,2,9,5.5027266,32393,30,142538.14,0
0,2,9,17,65,119,250,0.5973952,34221,28,182927.31,1
0,0,0,1,2,3,14,2.5771312,9005,31,105797,0
0,0,0,0,0,1,7,9.5093258,9809,40,146348,0
0,0,0,0,0,0,4,12.0220631,6513,35,102979.26,0
10,10,26,63,93,141,224,0.0648999,34221,28,182927.31,1
0,0,0,0,0,1,5,8.1394103,12360,42,95556,0
0,0,0,0,0,0,1,14.1494309,9809,40,146348,0
0,0,0,0,0,0,8,10.346497,12360,42,95556,0
0,0,0,1,1,2,3,3.7161808,9450,38,96353.24,0
0,0,0,0,0,1,2,9.718539,7492,41,87300,0
0,1,1,2,3,5,12,0.6250512,11258,38,116987,0
2,9,11,15,21,59,142,0.4597486,6232,39,128184,1
0,0,0,0,0,1,3,9.6607453,8779,39,102729.61,0
0,0,0,0,0,0,2,11.574541,16871,35,144796,0
0,0,0,1,2,7,15,4.6214228,8283,36,117590.58,0
2,2,2,8,49,84,222,0.061327,18614,30,169443.96,1
0,0,1,1,4,5,11,1.1111313,27534,32,132468,1
0,0,1,8,9,10,21,1.3797192,12210,31,131646.75,0
0,0,0,0,0,0,2,10.5,7492,41,87300,0
0,0,0,0,1,1,7,6.8154237,12346,41,117432,0
0,0,4,5,6,6,12,1.1401754,16734,38,150821.66,0
0,0,0,0,0,0,4,11.2008218,3549,42,90300,0
0,0,0,0,0,0,6,10.9370928,35035,40,108496.35,0
0,0,0,0,0,0,12,15.6524758,16734,38,150821.66,1
0,0,0,0,1,1,2,6.7230945,11914,38,107411.92,0
17,18,23,42,57,94,231,0.0288617,36981,31,164856,1
0,0,0,3,5,9,19,2.5306973,12210,31,131646.75,0
0,0,0,0,2,2,2,5.3450912,16871,35,144796,0
0,0,0,0,1,1,9,6.6483081,16871,35,144796,0
0,0,0,1,3,4,10,3.6400549,11258,38,116987,0
0,0,0,0,0,0,7,11.9,15069,44,100927.19,1
1,2,9,26,70,134,249,0.0672602,34221,28,182927.31,1
2,2,18,46,73,124,212,0.1024207,34221,28,182927.31,1
0,0,0,0,0,0,1,11.5676272,6513,35,102979.26,1
0,0,0,1,1,4,14,3.4176015,32393,30,142538.14,0
0,0,0,0,2,2,6,6.2210669,8779,39,102729.61,0
0,0,0,0,0,0,4,11.4752189,17870,41,143598.91,1
0,0,0,0,1,2,2,6.1294372,16871,35,144796,0
0,0,0,0,0,0,3,11.8190524,5023,39,111509.65,0
0,1,1,2,2,2,9,0.7615773,12346,41,117432,0
0,0,0,0,0,2,4,7.6550637,8924,42,125739.63,0
0,0,0,1,1,2,5,3.4580013,12356,37,101759,1
0,0,0,0,1,3,7,5.2660802,12356,37,101759,0
0,0,1,4,11,67,216,1.9664043,11344,32,162709.06,1
0,0,0,1,1,1,1,3.748333,27338,33,137513.32,0
0,0,0,0,0,0,11,10.0424101,13117,41,90426.02,0
0,0,0,0,0,0,3,13.0899858,7394,38,87500,1
0,0,0,0,0,0,5,12.4943345,8748,32,158305,0
0,0,0,0,0,0,3,12.4257797,9546,34,147858.21,1
0,0,0,0,0,0,6,10.8189648,12346,41,117432,0
0,0,0,1,1,1,2,4.5607017,11914,38,107411.92,0
0,0,0,0,0,0,11,10.4809351,12360,42,95556,0
0,0,0,0,3,5,8,5.8353469,8924,42,125739.63,0
0,0,1,13,20,62,182,1.361903,6232,39,128184,1
0,0,0,0,1,1,7,6.203225,9546,34,147858.21,0
0,0,0,1,1,1,1,3.6055513,7769,42,106839.01,0
3,3,5,5,6,7,67,0.0671193,34221,28,182927.31,1
0,0,0,0,0,0,15,10.6225157,9809,40,146348,0
3,3,3,4,4,24,77,0.0490102,6232,39,128184,1
0,0,0,0,0,1,11,9.5506073,6191,37,123540,0
0,0,0,1,2,6,12,2.691128,27534,32,132468,0
0,0,0,0,1,1,8,6.4031242,32393,30,142538.14,0
0,1,1,4,8,13,26,0.562466,12210,31,131646.75,1
17,18,22,42,57,94,231,0.0228254,36981,31,164856,1
0,0,5,42,93,136,247,1.0906218,34221,28,182927.31,0
0,0,0,0,0,0,7,10.1823376,32393,30,142538.14,0
0,0,0,0,4,8,30,5.4225155,26977,23,148577.18,0
0,0,0,0,0,0,3,10.9895405,27338,33,137513.32,0
0,0,0,0,0,2,3,7.8873316,15069,44,100927.19,0
0,0,0,0,1,1,2,5.0477718,6513,35,102979.26,0
0,0,0,0,0,0,2,10.8779594,39305,37,138248,0
0,0,0,1,1,1,3,4.2296572,5023,39,111509.65,0
0,0,0,0,0,2,2,8.6792546,20434,39,126866,0
9,9,26,73,105,148,236,0.0178045,34221,28,182927.31,1
0,0,0,2,9,14,151,3.2817984,32144,30,169577.18,0
0,0,0,0,0,3,17,7.3665527,11311,34,124159,1
0,0,0,1,2,6,11,4.5694639,11311,34,124159,0
0,0,0,1,1,2,5,4.8035508,6191,37,123540,0
0,0,0,1,6,6,15,4.4384682,11345,31,130480.48,0
0,0,0,1,1,2,6,4.3382024,9546,34,147858.21,0
0,0,0,3,4,6,14,2.8195611,27534,32,132468,0
0,0,0,1,1,1,3,4.2154478,16871,35,144796,0
0,0,0,0,2,2,9,6.2513998,9546,34,147858.21,0
0,0,0,0,0,0,4,10.1074675,7769,42,106839.01,0
7,7,15,33,60,126,226,0.1117587,34221,28,182927.31,1
0,0,0,0,0,0,3,10.2078401,3549,42,90300,0
0,0,0,1,1,1,3,2.5298221,16871,35,144796,0
0,0,0,1,1,1,5,4.3416587,8779,39,102729.61,0
0,0,0,0,0,0,4,10.972723,17870,41,143598.91,0
0,0,0,0,1,1,10,6.2968246,12360,42,95556,0
0,0,0,0,1,7,21,6.6400301,9809,40,146348,0
0,0,0,0,1,1,6,5.5326661,29708,32,152263,0
17,18,22,42,57,94,231,0.0241661,36981,31,164856,1
0,0,0,0,0,1,3,8.6977008,12360,42,95556,0
0,0,0,2,2,4,6,3.8600518,12356,37,101759,0
0,0,0,3,5,7,12,3.2391859,8283,36,117590.58,1
0,1,1,9,19,26,136,0.5910135,18614,30,169443.96,0
0,0,1,2,2,3,11,1.0481345,11311,34,124159,0
0,0,0,0,0,2,20,8.065183,26977,23,148577.18,0
0,0,0,0,1,1,10,5.6568542,16871,35,144796,0
0,0,0,1,2,3,10,4.5,11258,38,116987,0
0,0,0,0,2,2,3,5.4333139,7769,42,106839.01,0
0,0,0,1,1,2,3,3.1016125,15069,44,100927.19,0
0,0,0,0,1,1,6,6.6648331,35035,40,108496.35,0
0,0,0,0,0,0,3,10.1656925,6232,39,128184,1
3,3,12,14,21,57,128,0.1700735,6232,39,128184,1
17,18,22,43,57,94,231,0.0349285,36981,31,164856,1
0,0,2,4,6,10,27,1.1338064,26977,23,148577.18,0
0,0,0,1,1,2,4,2.8071338,9546,34,147858.21,0
0,0,0,0,1,2,4,5.6222771,9450,38,96353.24,0
0,0,0,0,2,2,4,5.2430907,27338,37,136748,0
0,0,0,1,1,1,4,4.9497475,11914,38,107411.92,0
0,0,12,33,91,147,246,1.2035169,18614,30,169443.96,1
0,0,0,3,5,10,126,4.0538559,11344,32,162709.06,0
0,0,1,1,2,2,8,1.1363952,17516,34,126162.82,0
0,0,0,0,0,1,2,8.4172442,3549,42,90300,0
0,0,0,0,1,1,8,6.3245553,32393,30,142538.14,0
0,1,1,5,11,54,181,0.8194095,11344,32,162709.06,0
0,0,0,0,0,0,4,10.9845532,3549,42,90300,0
0,0,0,1,1,2,8,3.2312722,15069,44,100927.19,0
0,0,0,0,1,1,7,6.6400301,16734,38,150821.66,0
1,1,1,1,1,1,2,0.0178045,17870,41,143598.91,1
0,1,2,8,14,27,201,0.8166439,32144,30,169577.18,1
0,0,0,0,0,0,3,11.4978259,3549,42,90300,0
0,0,0,0,2,13,28,5.1469911,26977,23,148577.18,0
0,0,0,0,0,1,4,7.9480644,7394,38,87500,0
0,0,0,0,0,0,17,10.7238519,9809,40,146348,0
0,0,0,0,1,1,3,6.3245553,3549,42,90300,0
0,0,0,0,9,14,143,5.3888742,32393,30,142538.14,1
0,0,0,0,0,1,6,7.0710678,32393,30,142538.14,0
0,0,0,0,1,3,21,6.4280635,11311,34,124159,0
0,0,0,0,0,2,8,8.3354664,32393,30,142538.14,0
0,0,0,0,1,1,6,6.6287514,35035,40,108496.35,0
0,0,0,0,2,4,9,6.726812,11258,38,116987,0
0,0,0,0,0,1,5,9.3193347,8779,39,102729.61,0
0,0,0,1,1,1,4,4.5,12346,41,117432,0
4,4,4,6,6,8,27,0.0198494,11311,34,124159,1
0,0,2,4,10,23,98,1.8060069,6232,39,128184,0
0,0,0,0,0,0,3,12.9730385,7492,41,87300,0
5,5,8,10,24,43,165,0.1183427,32393,30,142538.14,1
0,0,0,0,2,3,14,5.6142675,11311,34,124159,0
0,0,0,0,0,2,7,7.6026311,12346,41,117432,0
0,0,0,0,5,6,10,5.6877641,16734,38,150821.66,0
0,0,0,0,1,1,4,6.9336663,7394,38,87500,0
0,0,0,0,0,1,3,9.7647526,29708,32,152263,0
0,0,2,5,7,8,12,1.7045671,8283,36,117590.58,0
0,0,0,0,1,1,16,5.7982756,17516,34,126162.82,0
0,2,5,42,62,94,234,0.6504734,36981,31,164856,1
0,0,0,0,0,1,4,9.900505,35035,40,108496.35,0
0,0,0,0,1,1,2,5.93043,27338,33,137513.32,0
0,0,0,10,15,26,147,3.5493847,32393,30,142538.14,0
0,0,0,1,1,1,3,3.744329,15069,44,100927.19,0
0,0,0,0,0,2,12,8.1078431,13117,41,90426.02,0
0,0,0,1,1,2,3,4.0024992,15069,44,100927.19,0
0,1,2,5,7,14,27,0.5862372,26977,23,148577.18,0
17,18,22,42,57,94,231,0.0310161,36981,31,164856,1
0,0,0,0,0,0,2,16.1012422,12356,37,101759,1
0,0,0,0,1,2,10,6.9354164,13117,41,90426.02,0
0,0,0,0,1,2,16,5.3310412,17516,34,126162.82,0
0,0,0,1,2,6,12,3.1572409,27534,32,132468,0
0,0,0,0,2,4,15,5.0213095,8283,36,117590.58,0
0,0,7,22,48,70,173,1.1691091,4149,34,115810.76,0
15,16,25,59,75,132,214,0.0462277,34221,28,182927.31,1
3,4,12,15,22,57,141,0.0441475,6232,39,128184,1
0,0,0,0,0,0,5,13.5959553,13117,41,90426.02,0
0,0,0,0,0,1,2,9.5541332,20434,39,126866,0
0,0,0,0,0,1,3,8.0280757,13117,41,90426.02,0
0,0,0,1,1,5,14,4.9105606,8283,36,117590.58,0
0,0,0,1,7,7,19,4.9854722,32144,31,167577.18,0
0,0,0,0,2,2,9,6.361404,20434,39,126866,0
0,0,0,1,2,2,6,4.1880783,3673,41,125552,0
0,0,0,0,0,1,20,9.9700495,9809,40,146348,0
0,0,0,0,0,0,2,14.2088001,5023,39,111509.65,0
0,1,1,15,19,54,124,0.9165054,4149,34,115810.76,1
0,0,0,0,0,1,5,8.000625,17870,41,143598.91,0
0,0,0,0,0,0,8,13.480727,29708,32,152263,0
0,0,0,0,0,1,28,9.7228548,6232,39,128184,0
0,0,0,1,2,2,9,2.745906,8924,42,125739.63,0
0,0,0,0,0,0,2,16.6734638,9809,40,146348,0
0,0,0,0,0,6,26,7.0035705,12210,31,131646.75,0
0,0,0,0,0,0,6,10.3754518,12346,41,117432,0
0,0,0,0,1,2,5,5.0606324,15069,44,100927.19,0
0,0,0,0,0,0,3,10.374006,18295,36,108496.35,0
0,0,0,0,0,3,12,7.8260445,12360,42,95556,0
0,0,0,0,0,2,8,7.7006493,12360,42,95556,0
0,0,0,1,1,1,4,4.2326975,7394,38,87500,0
0,0,0,0,0,1,9,7.8600254,12346,41,117432,0
0,0,0,0,1,1,4,5.8249464,8779,39,102729.61,0
0,0,0,0,0,2,15,8.5381497,11345,31,130480.48,0
0,0,1,1,1,2,8,1.4676188,6232,39,128184,0
0,0,0,1,2,2,3,3.522783,9450,38,96353.24,0
5,6,9,12,25,44,166,0.1309809,32393,30,142538.14,1
0,0,0,0,1,2,9,5.7982756,9546,34,147858.21,0
2,5,23,70,101,150,240,0.102,34221,28,182927.31,1
0,0,1,5,7,13,26,1.0251932,26977,23,148577.18,1
0,0,0,0,1,1,5,6.8664203,7394,38,87500,0
0,0,0,1,1,1,8,4.2201896,15069,44,100927.19,0
0,0,0,0,0,1,1,7.9246451,7769,42,106839.01,0
0,0,0,0,2,3,5,6.852275,8779,39,102729.61,0
0,0,0,0,0,0,5,10.2845345,23639,42,90300,0
0,0,0,1,1,1,2,3.482815,8779,39,102729.61,0
0,0,2,11,17,27,139,1.4470516,18614,30,169443.96,1
0,0,0,1,1,3,9,4.9335586,8924,42,125739.63,0
1,1,1,2,3,7,20,0.0949368,26977,23,148577.18,1
0,0,0,1,1,1,1,4.9193496,7769,42,106839.01,0
0,0,0,0,0,0,2,14.8959726,5023,39,111509.65,0
0,0,0,0,0,1,4,9.5357754,18295,36,108496.35,0
0,0,0,0,0,0,2,14.3852144,39305,37,138248,0
0,0,0,1,1,2,7,2.7017391,11311,34,124159,0
0,0,0,0,0,0,4,10.6230881,12360,42,95556,0
0,0,0,0,0,1,7,8.9136568,9809,40,146348,0
0,0,0,0,0,1,3,8.2565126,16871,35,144796,0
0,0,0,1,1,2,5,4.554119,8924,42,125739.63,0
0,0,0,0,0,1,2,8.1006173,15069,44,100927.19,0
0,0,0,0,0,1,9,9.4670932,5023,39,111509.65,0
0,0,0,0,0,0,5,15.1109232,18295,36,108496.35,0
0,0,0,0,0,3,27,7.8585007,9809,40,146348,0
0,0,0,0,2,2,4,6.2936476,11251,41,106476,0
0,0,0,5,6,9,21,3.6397698,12210,31,131646.75,0
0,0,0,0,0,1,12,8.0399005,6191,37,123540,0
0,0,0,1,3,5,18,4.2520583,11311,34,124159,0
0,0,0,1,2,2,7,3.7121422,7820,32,103761.97,0
0,0,0,0,0,1,4,7.4060786,13117,41,90426.02,0
0,0,0,0,0,0,4,15.9530561,11914,38,107411.92,0
0,0,0,5,5,6,13,2.8460499,16734,38,150821.66,0
0,0,0,15,35,54,175,2.963201,32393,30,142538.14,0
0,0,0,0,1,1,2,6.0827625,11914,38,107411.92,0
0,0,0,0,1,3,16,5.1884487,11311,34,124159,0
1,1,4,30,48,110,190,0.179,34221,28,182927.31,1
0,0,0,0,2,2,7,5.5027266,5023,39,111509.65,0
0,0,0,0,1,2,27,5.8977837,6232,39,128184,0
0,0,0,1,1,2,10,2.9247393,6191,37,123540,0
0,0,0,2,2,3,7,2.9410882,13117,41,90426.02,0
0,0,0,0,0,1,5,9.2414137,7394,38,87500,0
0,0,0,0,0,1,2,8.141253,11251,41,106476,0
0,0,1,1,1,1,5,1.7233412,6232,39,128184,0
0,0,0,0,0,1,2,8.8729927,8779,39,102729.61,0
0,0,0,1,1,2,5,2.3851876,15069,44,100927.19,0
15,16,21,59,75,131,214,0.0349857,34221,28,182927.31,1
0,0,1,1,1,2,15,1.2806248,6191,37,123540,0
0,0,0,1,1,1,4,4.5177428,9450,38,96353.24,0
2,2,2,4,7,31,158,0.0440114,32393,30,142538.14,1
0,0,0,0,0,0,8,11.0814469,11258,38,116987,1
0,0,0,1,2,4,15,3.7250446,11345,31,130480.48,0
0,0,0,0,0,1,8,8.4202138,12360,42,95556,0
0,0,0,0,0,0,1,18.6807387,16871,35,144796,0
0,0,0,0,1,6,13,6.064171,27534,32,132468,0
0,0,0,0,1,1,11,5.7266133,6191,37,123540,0
1,2,2,2,2,3,7,0.3518273,16734,38,150821.66,1
0,0,0,0,0,1,6,7.2801099,17870,41,143598.91,0
0,0,0,0,0,2,4,8.8459261,3549,42,90300,0
0,0,0,0,1,2,19,5.5569776,11311,34,124159,0
0,0,0,0,1,5,9,5.0990195,11258,38,116987,0
0,0,0,0,0,0,9,12.1585301,5023,39,111509.65,0
0,0,0,0,1,3,18,6.7119297,11311,34,124159,0
0,0,0,1,1,1,3,2.1633308,6513,35,102979.26,0
